User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
1249,Haley Jackson,sbennett@example.org,sbennett,15/02/91,Male,Riversside,15/03/24,15/03/25,Annual,Amex,Manual,Occasional,Clothing,Action,Tablet,Low,4.7,5
1250,Douglas Thomas,jasonrasmussen@example.com,jasonrasmussen,22/05/37,Male,Carolville,04/03/24,04/03/25,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,Smart TV,Medium,3.5,2
1251,Keith Juarez,qbrown@example.net,qbrown,06/04/44,Male,Port Gary,18/01/24,17/01/25,Annual,Visa,Manual,Occasional,Clothing,Documentary,Smart TV,Low,3,1
1252,Maria Miller,dennis03@example.com,dennis03,17/08/47,Male,New Jacobfurt,27/03/24,27/03/25,Annual,Amex,Manual,Regular,Clothing,Romance,Smart TV,High,3.6,9
1253,John Nichols,ashleygray@example.org,ashleygray,24/06/88,Male,West Jeffrey,20/03/24,20/03/25,Annual,Amex,Manual,Frequent,Clothing,Horror,Tablet,Low,3.8,3
1254,Angela Terry,baileynorton@example.org,baileynorton,24/03/97,Male,New Elizabeth,22/03/24,22/03/25,Annual,Mastercard,Manual,Regular,Clothing,Action,Smartphone,Medium,4.6,6
1255,Tracie Thomas,justin95@example.com,justin95,13/10/51,Female,South Angelamouth,08/01/24,07/01/25,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.8,7
1256,Chad Kennedy,joshua03@example.org,joshua03,25/08/50,Female,Sotoville,14/02/24,13/02/25,Annual,Mastercard,Auto-renew,Regular,Clothing,Comedy,Tablet,Low,4.3,8
1257,Renee Green,nfoster@example.com,nfoster,27/12/72,Female,Larryshire,14/04/24,14/04/25,Annual,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.6,10
1258,James Hubbard,erica62@example.org,erica62,20/05/97,Female,South Hannah,24/01/24,23/01/25,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smart TV,Low,3.6,2
1259,Julie Wong,amanda85@example.net,amanda85,02/04/74,Female,Christinaton,27/02/24,26/02/25,Monthly,Mastercard,Manual,Frequent,Electronics,Action,Smart TV,Medium,4.3,9
1260,Crystal Gonzalez,gbautista@example.net,gbautista,16/10/37,Female,Gilesport,06/03/24,06/03/25,Annual,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.2,3
1261,Ryan Gallagher,randywhite@example.net,randywhite,29/03/50,Male,Danielsmouth,08/01/24,07/01/25,Monthly,Amex,Manual,Frequent,Books,Comedy,Smartphone,Medium,4.1,4
1262,Jose Taylor,uhall@example.com,uhall,21/01/78,Male,North Thomas,31/01/24,30/01/25,Monthly,Mastercard,Auto-renew,Frequent,Books,Drama,Smart TV,High,4.2,7
1263,Leslie Morales,jaclyn86@example.com,jaclyn86,14/09/69,Female,Johnsonborough,13/01/24,12/01/25,Monthly,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.5,7
1264,Amber Peters,contrerasbrooke@example.org,contrerasbrooke,06/05/92,Male,Nancybury,24/02/24,23/02/25,Annual,Amex,Auto-renew,Regular,Clothing,Horror,Tablet,Low,3.9,5
1265,Alex Mccall,mfreeman@example.com,mfreeman,19/11/83,Female,Nelsonhaven,03/03/24,03/03/25,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Medium,3.7,6
1266,Briana Hall,mckinneykatherine@example.net,mckinneykatherine,27/10/68,Male,New Antonio,06/01/24,05/01/25,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Medium,4,0
1267,Christine Reed,rebeccahernandez@example.com,rebeccahernandez,10/10/97,Male,West Rachelstad,08/03/24,08/03/25,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,4.1,7
1268,Joshua Kirk,forddouglas@example.net,forddouglas,18/02/68,Female,East Bettyfurt,04/02/24,03/02/25,Annual,Visa,Manual,Regular,Books,Romance,Smart TV,Medium,3,0
1269,Sean Allen,rodriguezhenry@example.org,rodriguezhenry,31/01/49,Female,Christinaland,03/02/24,02/02/25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.5,10
1270,Billy Wallace,pattersonandrea@example.org,pattersonandrea,16/09/46,Female,West Timothyborough,18/01/24,17/01/25,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,4.3,5
1271,Kevin Allen,allisonstrong@example.org,allisonstrong,20/04/39,Male,New Rickymouth,09/01/24,08/01/25,Annual,Visa,Manual,Regular,Books,Romance,Tablet,Medium,3.5,8
1272,Andrew Johnson,matthewharrison@example.net,matthewharrison,21/03/82,Male,Meyerville,26/03/24,26/03/25,Annual,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.1,10
1273,James Fritz,kparker@example.org,kparker,07/05/40,Female,Donnaview,14/01/24,13/01/25,Monthly,Visa,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,3.2,4
1274,Lee Gonzalez DDS,kevin83@example.org,kevin83,07/12/66,Male,Adamsbury,08/01/24,07/01/25,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,3.2,1
1275,Katelyn Mccarthy,zwashington@example.net,zwashington,16/05/37,Female,North Steven,24/02/24,23/02/25,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,3.5,5
1276,William Thomas,alyssa28@example.com,alyssa28,02/05/52,Male,Chelseamouth,02/04/24,02/04/25,Monthly,Mastercard,Manual,Regular,Electronics,Documentary,Smartphone,Low,5,2
1277,Melanie Martin,riceallison@example.com,riceallison,16/01/69,Male,Simmonsside,01/01/24,31/12/24,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Tablet,Low,4.9,3
1278,Melissa Goodwin,garciajennifer@example.net,garciajennifer,11/06/78,Male,Butlerland,26/03/24,26/03/25,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,Low,4.3,0
1279,Renee Hayes,dawnmiller@example.com,dawnmiller,28/05/86,Female,Pamelastad,02/02/24,01/02/25,Monthly,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4,2
1280,Edward Jenkins,leah52@example.com,leah52,28/05/74,Male,Grahamfort,08/03/24,08/03/25,Monthly,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,High,4.5,7
1281,Brandy Williamson,kevin03@example.com,kevin03,06/08/81,Male,Leeview,02/02/24,01/02/25,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Smartphone,Medium,4.3,2
1282,John Wolfe,lkent@example.net,lkent,03/11/76,Female,Campbellfurt,19/03/24,19/03/25,Monthly,Visa,Auto-renew,Regular,Clothing,Horror,Tablet,Low,3.8,5
1283,Michael Cole,jennifer96@example.com,jennifer96,17/10/69,Male,Owenschester,06/03/24,06/03/25,Monthly,Mastercard,Manual,Frequent,Books,Horror,Tablet,Low,3.7,2
1284,Krystal Walker,nicholas17@example.com,nicholas17,22/01/04,Male,New Jennifer,19/02/24,18/02/25,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,Medium,3.7,6
1285,Shawna Gonzales,robertking@example.net,robertking,28/04/56,Female,Port Joehaven,28/02/24,27/02/25,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Smart TV,Low,3.2,6
1286,Maria Jensen,williamrogers@example.com,williamrogers,08/08/51,Female,East Jorge,04/03/24,04/03/25,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Medium,3.6,1
1287,Stephanie Randall,kathryn10@example.net,kathryn10,30/06/70,Female,East Ronald,26/02/24,25/02/25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.4,5
1288,John Bauer,amandamartin@example.com,amandamartin,27/07/98,Male,Adrianborough,05/03/24,05/03/25,Monthly,Amex,Manual,Regular,Books,Sci-Fi,Smart TV,High,3.3,8
1289,Sean Davis,clayjamie@example.org,clayjamie,08/12/49,Male,Howardmouth,16/02/24,15/02/25,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Tablet,Low,3.8,10
1290,Maria Walsh,abigailconrad@example.com,abigailconrad,03/06/78,Male,Powellton,26/02/24,25/02/25,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Smartphone,Medium,3,4
1291,Damon Walker,brian46@example.org,brian46,22/09/87,Male,Craigville,24/03/24,24/03/25,Annual,Visa,Auto-renew,Frequent,Books,Horror,Tablet,High,3.2,6
1292,Timothy Thompson,austin23@example.com,austin23,22/03/59,Female,Lake Samanthashire,08/01/24,07/01/25,Annual,Visa,Manual,Regular,Books,Drama,Tablet,High,3.9,8
1293,Tyler Morgan,garymeyers@example.org,garymeyers,29/12/89,Male,East Nathan,15/03/24,15/03/25,Monthly,Amex,Manual,Regular,Electronics,Drama,Smart TV,Medium,3.1,9
1294,David Davis,zpruitt@example.org,zpruitt,14/08/95,Female,North Megan,17/02/24,16/02/25,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,0
1295,Cindy Decker,cohenpaul@example.net,cohenpaul,03/02/76,Male,South Michelle,04/01/24,03/01/25,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,High,4.2,7
1296,Robert Wise,thomasthompson@example.net,thomasthompson,18/02/77,Male,New Katie,08/02/24,07/02/25,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,High,3.4,2
1297,Antonio Williams,hancockjesus@example.com,hancockjesus,10/08/60,Female,East Kristinmouth,18/02/24,17/02/25,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Tablet,Medium,3.9,2
1298,Dominique Lucas,umclaughlin@example.net,umclaughlin,09/04/03,Male,Smithchester,06/02/24,05/02/25,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,4.1,3
1299,Megan Frank,ewilson@example.com,ewilson,30/04/69,Female,New Kimberlymouth,12/02/24,11/02/25,Annual,Amex,Manual,Frequent,Books,Comedy,Tablet,High,4.5,0
1300,Troy Ramirez,kristy17@example.org,kristy17,16/07/76,Male,Timothyfurt,13/01/24,12/01/25,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,Low,3.7,6
1301,Casey Perkins,cedwards@example.net,cedwards,25/04/75,Male,Natalieburgh,11/03/24,11/03/25,Annual,Mastercard,Manual,Frequent,Books,Horror,Smartphone,Low,4.9,1
1302,Ashley Moody,daniel24@example.net,daniel24,25/01/67,Female,Sherihaven,07/04/24,07/04/25,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Smart TV,Low,4.4,5
1303,Jennifer Coleman,thomasedward@example.net,thomasedward,08/12/69,Female,East Tylerport,03/01/24,02/01/25,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,Low,3.2,2
1304,Ryan Santiago,gtaylor@example.net,gtaylor,30/03/82,Male,East Amandafort,19/02/24,18/02/25,Monthly,Amex,Manual,Frequent,Electronics,Drama,Smart TV,Medium,4.2,9
1305,Craig Peters,williamsbenjamin@example.net,williamsbenjamin,26/09/46,Female,Lake Kim,06/03/24,06/03/25,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Medium,3.5,1
1306,Sherri Banks,smithphillip@example.com,smithphillip,13/08/02,Female,Melissaside,12/04/24,12/04/25,Monthly,Visa,Manual,Regular,Books,Action,Smart TV,High,4.3,7
1307,Monica Gomez,harringtonnicholas@example.org,harringtonnicholas,11/04/59,Male,Mcguireport,22/02/24,21/02/25,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,Smartphone,High,4.8,9
1308,Cory Moreno,paul69@example.com,paul69,16/05/95,Male,Lake Nancyland,19/03/24,19/03/25,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,Medium,3.9,10
1309,Alejandro Rojas,warren18@example.net,warren18,08/02/99,Female,Johnsonfort,04/02/24,03/02/25,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,4.5,2
1310,Richard Rowe,victoriaowens@example.com,victoriaowens,30/11/75,Female,Hardinmouth,07/03/24,07/03/25,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Low,4.3,10
1311,Erica Weaver,alvarezkelly@example.net,alvarezkelly,10/08/42,Female,Ashleyland,17/01/24,16/01/25,Monthly,Amex,Manual,Occasional,Clothing,Romance,Tablet,Medium,3.9,10
1312,David Parks,ruth36@example.net,ruth36,15/10/97,Male,Lake Tylerville,09/04/24,09/04/25,Monthly,Visa,Manual,Occasional,Books,Drama,Smartphone,Medium,4.7,4
1313,Donald Reynolds,miranda01@example.com,miranda01,20/08/02,Male,Jamesville,02/04/24,02/04/25,Monthly,Amex,Manual,Occasional,Clothing,Action,Smart TV,High,4.8,8
1314,Tammy Santos DVM,mcculloughanthony@example.org,mcculloughanthony,25/10/51,Male,Fieldsbury,05/02/24,04/02/25,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Tablet,High,4.6,2
1315,Douglas Frank,joshua34@example.net,joshua34,31/01/78,Male,Port Christianview,09/01/24,08/01/25,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,High,3.7,9
1316,Juan Duran,murillomisty@example.org,murillomisty,10/09/49,Female,Erikberg,08/03/24,08/03/25,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.9,2
1317,Mrs. Maria Holland MD,emma23@example.com,emma23,18/12/01,Female,North Eric,01/03/24,01/03/25,Monthly,Visa,Manual,Frequent,Books,Action,Tablet,Medium,3.9,1
1318,Rachael Miles DDS,michelle53@example.org,michelle53,24/03/98,Female,Greenechester,18/02/24,17/02/25,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smartphone,High,4.6,7
1319,Jeffrey Chambers,ocastillo@example.net,ocastillo,08/03/35,Female,Jerryfurt,09/03/24,09/03/25,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smart TV,High,3.4,10
1320,Sheena Gaines,danahaynes@example.org,danahaynes,10/09/04,Female,West Victoria,08/01/24,07/01/25,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smart TV,Medium,4,2
1321,Patrick Macdonald,riosmarie@example.com,riosmarie,22/01/53,Female,North Andrew,06/03/24,06/03/25,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.2,7
1322,Elizabeth Wheeler,donaldmccullough@example.org,donaldmccullough,21/06/41,Female,South Victorburgh,01/04/24,01/04/25,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Tablet,High,3.6,3
1323,Joshua Williams,sherylgray@example.org,sherylgray,30/12/77,Female,West Paulland,07/03/24,07/03/25,Annual,Amex,Manual,Frequent,Books,Romance,Tablet,High,4.3,1
1324,Kenneth Adkins,lewiswilliam@example.com,lewiswilliam,20/07/54,Male,Deleonville,23/01/24,22/01/25,Monthly,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.3,0
1325,Elizabeth Johnson,nwilson@example.com,nwilson,16/02/97,Female,Lake Melissashire,26/03/24,26/03/25,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.4,3
1326,William Mckee,ysanders@example.org,ysanders,05/01/65,Male,Lake Stevenland,15/01/24,14/01/25,Monthly,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,5,3
1327,Brittany Rowe,leachderek@example.com,leachderek,18/12/61,Female,Gallagherborough,05/01/24,04/01/25,Monthly,Visa,Manual,Regular,Books,Action,Smartphone,Low,4.5,9
1328,Emily Howard,christopherbridges@example.net,christopherbridges,30/07/67,Female,Walkerton,09/02/24,08/02/25,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.9,0
1329,Christopher Mckay,jay38@example.org,jay38,25/08/40,Female,West Lisa,04/03/24,04/03/25,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,Low,3.3,1
1330,Katherine Mckenzie,rreed@example.net,rreed,30/12/37,Male,South Kellyville,08/03/24,08/03/25,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.4,2
1331,Vanessa Fletcher,aaronwelch@example.org,aaronwelch,02/01/87,Female,East Robertshire,23/02/24,22/02/25,Annual,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,7
1332,James Strickland,sonya57@example.org,sonya57,22/05/49,Female,Lake Williamville,05/01/24,04/01/25,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,Low,3.8,5
1333,Corey Thomas,melissamason@example.org,melissamason,02/12/03,Male,East Darlenebury,22/01/24,21/01/25,Monthly,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,4,8
1334,Phillip Wilson,sanchezlinda@example.com,sanchezlinda,03/09/80,Male,Hartmouth,02/03/24,02/03/25,Monthly,Visa,Manual,Regular,Clothing,Romance,Smart TV,High,4.1,4
1335,Jason Thompson,wwhitaker@example.org,wwhitaker,01/07/04,Male,East Johnville,13/02/24,12/02/25,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Medium,3.8,3
1336,Lindsay Clarke DVM,tina28@example.org,tina28,23/08/42,Male,Terrihaven,08/04/24,08/04/25,Annual,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.8,8
1337,Tyler Hester,robert74@example.com,robert74,12/08/34,Female,West Sergio,13/04/24,13/04/25,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Medium,4.5,4
1338,Kevin Haley,paige48@example.net,paige48,10/07/81,Female,Joshuachester,17/01/24,16/01/25,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,Low,3.6,1
1339,Eric Roberts,holly03@example.org,holly03,23/10/33,Male,West Kimberlyhaven,03/01/24,02/01/25,Annual,Visa,Manual,Frequent,Books,Documentary,Smartphone,Medium,3.1,10
1340,Karen Davidson,fanderson@example.com,fanderson,29/06/84,Female,Kevinchester,05/03/24,05/03/25,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,High,5,3
1341,Julia Moore,ewilson@example.com,ewilson,08/11/41,Male,Martinezmouth,14/02/24,13/02/25,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,6
1342,Victor Hernandez,kathleen05@example.net,kathleen05,03/06/82,Male,Valenzuelahaven,03/03/24,03/03/25,Annual,Visa,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.9,9
1343,Joseph Turner,raymond73@example.org,raymond73,28/02/80,Male,Port Jessehaven,13/03/24,13/03/25,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smart TV,Medium,4.5,8
1344,Brian Wright,katherinebrown@example.net,katherinebrown,04/03/65,Female,Shermanland,05/01/24,04/01/25,Annual,Visa,Manual,Regular,Electronics,Comedy,Smart TV,High,4.7,9
1345,Robin Ellis,foxheather@example.net,foxheather,15/06/56,Female,Maryshire,15/03/24,15/03/25,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,High,4.4,10
1346,John Gonzalez,shannon15@example.net,shannon15,18/10/46,Female,Harrisonfort,06/04/24,06/04/25,Annual,Visa,Auto-renew,Regular,Clothing,Action,Smartphone,High,3.2,8
1347,Logan Edwards,wellsjonathan@example.net,wellsjonathan,23/07/91,Male,Heathshire,19/01/24,18/01/25,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.7,2
1348,Brian Houston,ymartinez@example.com,ymartinez,02/09/34,Male,East Kenneth,26/02/24,25/02/25,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smartphone,Medium,4.2,4
1349,Jennifer Vazquez,madison87@example.net,madison87,30/09/76,Female,Amychester,02/02/24,01/02/25,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.6,6
1350,Jason Lynn,hannahnewman@example.org,hannahnewman,23/02/50,Male,East Robertside,26/02/24,25/02/25,Monthly,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,3.7,3
1351,Sarah Shields,acrawford@example.com,acrawford,20/08/00,Male,Bridgesshire,03/03/24,03/03/25,Annual,Visa,Manual,Occasional,Electronics,Romance,Smart TV,High,3.4,6
1352,Mary Thompson,patriciawoods@example.org,patriciawoods,26/09/83,Male,Castrofort,21/03/24,21/03/25,Monthly,Visa,Manual,Frequent,Clothing,Horror,Smartphone,High,3.2,7
1353,Lauren Hartman,eclark@example.net,eclark,13/12/49,Male,West Kenneth,06/03/24,06/03/25,Annual,Visa,Manual,Frequent,Books,Action,Smartphone,Low,3.7,9
1354,Stephanie Young DVM,nicholschad@example.net,nicholschad,20/01/92,Female,South Richardberg,22/03/24,22/03/25,Annual,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,4,4
1355,Michele Morris,andreamartin@example.org,andreamartin,26/12/62,Female,Douglasfort,16/01/24,15/01/25,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.2,9
1356,Michael Harrell,thomaswoodward@example.com,thomaswoodward,14/05/04,Female,Lake Mitchellshire,18/03/24,18/03/25,Monthly,Amex,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.7,5
1357,Clayton Gordon,wallacemichael@example.net,wallacemichael,02/01/63,Female,Andersontown,24/02/24,23/02/25,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Low,3.8,2
1358,Christopher Bishop,lclark@example.org,lclark,18/01/40,Male,Danielburgh,11/01/24,10/01/25,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smart TV,Low,4.3,2
1359,Michael Wood,johnstonseth@example.com,johnstonseth,26/06/79,Female,East Robert,18/01/24,17/01/25,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smartphone,Low,4.5,5
1360,Mikayla Davis,andersonmark@example.com,andersonmark,03/04/44,Female,Alexashire,05/02/24,04/02/25,Annual,Visa,Manual,Regular,Books,Sci-Fi,Tablet,Low,4.6,2
1361,Michael Lara,haileymcguire@example.org,haileymcguire,15/12/37,Female,New Carlshire,16/01/24,15/01/25,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Smartphone,Low,3.4,9
1362,Debra Alexander,owenscameron@example.com,owenscameron,18/01/59,Male,Lake Vernonmouth,06/04/24,06/04/25,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Low,3.5,4
1363,Bradley Mendoza,djohnson@example.net,djohnson,02/05/45,Male,Lake Melissamouth,26/01/24,25/01/25,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Low,3.7,1
1364,Cheryl Reid,michaelmorgan@example.com,michaelmorgan,29/07/76,Female,Crystalchester,12/04/24,12/04/25,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Low,3.1,7
1365,Julia Hernandez,coxderek@example.com,coxderek,01/05/47,Female,Copelandbury,06/03/24,06/03/25,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,High,4,1
1366,Jessica Harris,garrett60@example.com,garrett60,25/12/52,Female,Patrickton,06/04/24,06/04/25,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.7,6
1367,Michael Miller,pamaustin@example.com,pamaustin,06/09/80,Female,South Andrewfurt,23/02/24,22/02/25,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,High,3.1,6
1368,Michael Nichols,tom53@example.org,tom53,23/04/64,Male,Juarezville,05/02/24,04/02/25,Annual,Mastercard,Manual,Regular,Books,Horror,Smartphone,Medium,3.7,7
1369,Emily Thomas,tyronerodriguez@example.org,tyronerodriguez,18/10/36,Female,Bradleystad,04/01/24,03/01/25,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.7,8
1370,Mason Wright,jwilkinson@example.org,jwilkinson,12/12/98,Female,North Dominique,19/02/24,18/02/25,Annual,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.7,0
1371,Cynthia Matthews,owensjames@example.org,owensjames,09/04/65,Female,Lake Thomas,28/01/24,27/01/25,Annual,Amex,Manual,Occasional,Books,Comedy,Smartphone,High,4.7,6
1372,Pamela Peterson,davidaustin@example.net,davidaustin,13/06/95,Male,West Nataliemouth,15/02/24,14/02/25,Annual,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Medium,4.3,10
1373,Patricia Reed,nathan93@example.com,nathan93,11/06/33,Female,Contrerasbury,06/02/24,05/02/25,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,High,3.5,0
1374,Raymond Smith,christineyoung@example.net,christineyoung,06/12/95,Male,Thomasside,06/01/24,05/01/25,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.8,6
1375,Cynthia Dunn,rosspatrick@example.org,rosspatrick,23/09/87,Female,New Ronaldfurt,22/02/24,21/02/25,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,High,3.6,5
1376,Steven Hull,christine33@example.com,christine33,23/06/44,Male,Robertsonton,06/02/24,05/02/25,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.4,7
1377,Stephanie Anderson,dwilliams@example.net,dwilliams,18/12/92,Female,East Dennis,01/04/24,01/04/25,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,4.6,5
1378,Daniel Fox,fishermary@example.net,fishermary,23/11/83,Female,South Michaelville,30/03/24,30/03/25,Annual,Visa,Manual,Occasional,Clothing,Drama,Tablet,Medium,5,9
1379,Tamara Carson,browntimothy@example.net,browntimothy,16/04/65,Male,North Leahville,05/01/24,04/01/25,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,4.5,2
1380,Paul Barrera,masonkimberly@example.net,masonkimberly,31/08/33,Male,Samanthaland,21/03/24,21/03/25,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0
1381,Michael Ayala,maxwellkeith@example.com,maxwellkeith,14/06/41,Male,South Kelsey,09/04/24,09/04/25,Annual,Mastercard,Auto-renew,Regular,Clothing,Documentary,Tablet,High,4.6,7
1382,Ryan Rollins,timothy34@example.net,timothy34,21/09/57,Female,West Luishaven,10/03/24,10/03/25,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,Medium,3.1,3
1383,Jacob Chavez,kendraschwartz@example.org,kendraschwartz,20/07/66,Female,New Ethanstad,05/01/24,04/01/25,Monthly,Visa,Manual,Occasional,Books,Action,Smart TV,High,3,7
1384,Melissa Smith,aliciaperez@example.org,aliciaperez,12/11/89,Female,Port Michaelville,05/04/24,05/04/25,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smart TV,Low,4.6,2
1385,Lisa Wilcox,darleneevans@example.org,darleneevans,29/07/36,Female,Elliottfort,06/01/24,05/01/25,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.7,4
1386,Mark Perez,greid@example.com,greid,14/01/05,Female,Guzmanville,19/01/24,18/01/25,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,3.4,2
1387,Brian Norris,kristin34@example.org,kristin34,30/05/72,Female,Robinsonmouth,11/02/24,10/02/25,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.3,10
1388,Holly Baker,cfernandez@example.net,cfernandez,03/03/91,Female,Lake Desiree,05/03/24,05/03/25,Annual,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Medium,3.3,6
1389,Brian Miller,marcusking@example.com,marcusking,10/12/57,Female,Johnsonside,05/03/24,05/03/25,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Tablet,Low,3.7,0
1390,Joseph King,johnlee@example.com,johnlee,17/06/34,Female,Isabellaside,15/01/24,14/01/25,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,Medium,3.5,0
